"paper_id","title","year","venue","url","doi","authors","old_current_tier","old_r1_tier","old_r1_decision","old_exclusion","match_families","rescreen_priority","rescreen_reason","abstract"
"doi-85819e6ba7","Foundation models for geospatial reasoning: assessing the capabilities of large language models in understanding geometries and topological spatial relations","2025","International Journal of Geographical Information Systems","https://doi.org/10.1080/13658816.2025.2511227","10.1080/13658816.2025.2511227","Yuhan Ji; Song Gao; Ying Nie; Ivan Majić; Krzysztof Janowicz","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Applying AI foundation models directly to geospatial datasets remains challenging due to their limited ability to represent and reason with geographical entities, specifically vector-based geometries and natural language descriptions of complex spatial relations. To address these issues, we investigate the extent to which a well-known-text (WKT) representation of geometries and their spatial relations (e.g., topological predicates) are preserved during spatial reasoning when the geospatial vector data are passed to large language models (LLMs) including GPT-3.5-turbo, GPT-4, and DeepSeek-R1-14B. Our workflow employs three distinct approaches to complete the spatial reasoning tasks for comparison, i.e., geometry embedding-based, prompt engineering-based, and everyday language-based evaluation. Our experiment results demonstrate that both the embedding-based and prompt engineering-based approaches to geospatial question-answering tasks with GPT models can achieve an accuracy of over 0.6 on average for the identification of topological spatial relations between two geometries. Among the evaluated models, GPT-4 with few-shot prompting achieved the highest performance with over 0.66 accuracy on topological spatial relation inference. Additionally, GPT-based reasoner is capable of properly comprehending inverse topological spatial relations and including an LLM-generated geometry can enhance the effectiveness for geographic entity retrieval. GPT-4 also exhibits the ability to translate certain vernacular descriptions about places into formal topological relations, and adding the geometry-type or place-type context in prompts may improve inference accuracy, but it varies by instance. The performance of these spatial reasoning tasks offers valuable insights for the refinement of LLMs with geographical knowledge towards the development of geo-foundation models capable of geospatial reasoning."
"doi-3041f84488","From Isovists to Visibility Graphs: A Methodology for the Analysis of Architectural Space","2001","Environment and Planning B Planning and Design","https://doi.org/10.1068/b2684","10.1068/b2684","Alasdair Turner; Maria Doxa; David O’Sullivan; Alan Penn","foundational","foundational","keep","","online_community_network;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","An isovist, or viewshed, is the area in a spatial environment directly visible from a location within the space. Here we show how a set of isovists can be used to generate a graph of mutual visibility between locations. We demonstrate that this graph can also be constructed without reference to isovists and that we are in fact invoking the more general concept of a visibility graph. Using the visibility graph, we can extend both isovist and current graph-based analyses of architectural space to form a new methodology for the investigation of configurational relationships. The measurement of local and global characteristics of the graph, for each vertex or for the system as a whole, is of interest from an architectural perspective, allowing us to describe a configuration with reference to accessibility and visibility, to compare from location to location within a system, and to compare systems with different geometries. Finally we show that visibility graph properties may be closely related to manifestations of spatial perception, such as way-finding, movement, and space use."
"doi-72969017c3","From Play to Understanding: Large Language Models in Logic and Spatial Reasoning Coloring Activities for Children","2024","AI","https://doi.org/10.3390/ai5040093","10.3390/ai5040093","Sebastián Tapia-Mandiola; Roberto Araya","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Visual thinking leverages spatial mechanisms in animals for navigation and reasoning. Therefore, given the challenge of abstract mathematics and logic, spatial reasoning-based teaching strategies can be highly effective. Our previous research verified that innovative box-and-ball coloring activities help teach elementary school students complex notions like quantifiers, logical connectors, and dynamic systems. However, given the richness of the activities, correction is slow, error-prone, and demands high attention and cognitive load from the teacher. Moreover, feedback to the teacher should be immediate. Thus, we propose to provide the teacher with real-time help with LLMs. We explored various prompting techniques with and without context—Zero-Shot, Few-Shot, Chain of Thought, Visualization of Thought, Self-Consistency, logicLM, and emotional —to test GPT-4o’s visual, logical, and correction capabilities. We obtained that Visualization of Thought and Self-Consistency techniques enabled GPT-4o to correctly evaluate 90% of the logical–spatial problems that we tested. Additionally, we propose a novel prompt combining some of these techniques that achieved 100% accuracy on a testing sample, excelling in spatial problems and enhancing logical reasoning."
"doi-5138041a0b","GeoGPT: An assistant for understanding and processing geospatial tasks","2024","International Journal of Applied Earth Observation and Geoinformation","https://doi.org/10.1016/j.jag.2024.103976","10.1016/j.jag.2024.103976","Yifan Zhang; Wei Cheng; Zhengting He; Wenhao Yu","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Decision-makers in GIS often need to combine multiple spatial algorithms and operations to solve geospatial tasks. While professionals can understand and solve these tasks by using GIS tools sequentially, developing workflows for various tasks can be inefficient, as even slight differences in tasks require corresponding adjustments in the workflow. Recently, large language models (e.g., ChatGPT) presented a strong performance in semantic understanding and reasoning. Especially, AutoGPT can further extend the capabilities of large language models (LLMs) by automatically reasoning and calling externally defined tools. Inspired by these studies, we attempt to increase the efficiency of developing workflows for handling geoprocessing tasks by integrating the semantic understanding ability inherent in LLMs with mature tools within the GIS community. Specifically, we develop a new framework called GeoGPT that can conduct geospatial data collection, processing, and analysis in an autonomous manner. In this framework, a LLM is used to understand the demands of users, and then think, plan, and execute defined GIS tools sequentially to output final effective results. In this process, our framework is user-friendly, accepting natural language instructions as input and adapting to various geospatial tasks, which can serve as an assistant for GIS professionals. A systemic evaluation and several cases, including geospatial data crawling, spatial query, facility siting, and mapping, validate the effectiveness of our framework. Though limited cases are presented in this paper, GeoGPT can be further extended to various tasks by equipping with more GIS tools, and we think the paradigm of “foundational plus professional” implied in GeoGPT provides an effective way to develop next-generation GIS in this era of large foundation models."
"doi-096a26dee1","GeoLLM: Extracting Geospatial Knowledge from Large Language Models","2023","arXiv (Cornell University)","http://arxiv.org/abs/2310.06213","10.48550/arxiv.2310.06213","Rohin Manvi; Samar Khanna; Gengchen Mai; Marshall Burke; David B. Lobell; Stefano Ermon","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","The application of machine learning (ML) in a range of geospatial tasks is increasingly common but often relies on globally available covariates such as satellite imagery that can either be expensive or lack predictive power. Here we explore the question of whether the vast amounts of knowledge found in Internet language corpora, now compressed within large language models (LLMs), can be leveraged for geospatial prediction tasks. We first demonstrate that LLMs embed remarkable spatial information about locations, but naively querying LLMs using geographic coordinates alone is ineffective in predicting key indicators like population density. We then present GeoLLM, a novel method that can effectively extract geospatial knowledge from LLMs with auxiliary map data from OpenStreetMap. We demonstrate the utility of our approach across multiple tasks of central interest to the international community, including the measurement of population density and economic livelihoods. Across these tasks, our method demonstrates a 70% improvement in performance (measured using Pearson's $r^2$) relative to baselines that use nearest neighbors or use information directly from the prompt, and performance equal to or exceeding satellite-based benchmarks in the literature. With GeoLLM, we observe that GPT-3.5 outperforms Llama 2 and RoBERTa by 19% and 51% respectively, suggesting that the performance of our method scales well with the size of the model and its pretraining dataset. Our experiments reveal that LLMs are remarkably sample-efficient, rich in geospatial information, and robust across the globe. Crucially, GeoLLM shows promise in mitigating the limitations of existing geospatial covariates and complementing them well. Code is available on the project website: https://rohinmanvi.github.io/GeoLLM"
"doi-3709dcd0c5","Good at captioning, bad at counting: Benchmarking GPT-4V on Earth observation data","2024","2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","https://doi.org/10.1109/cvprw63382.2024.00780","10.1109/cvprw63382.2024.00780","Chenhui Zhang; Sherrie Wang","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Large Vision-Language Models (VLMs) have demonstrated impressive performance on complex tasks involving visual input with natural language instructions. However, it remains unclear to what extent capabilities on natural images transfer to Earth observation (EO) data, which are predominantly satellite and aerial images less common in VLM training data. In this work, we propose a comprehensive benchmark to gauge the progress of VLMs toward being useful tools for EO data by assessing their abilities on scene understanding, localization and counting, and change detection. Motivated by real-world applications, our benchmark includes scenarios like urban monitoring, disaster relief, land use, and conservation. We discover that, although state-of-the-art VLMs like GPT-4V possess world knowledge that leads to strong performance on location understanding and image captioning, their poor spatial reasoning limits usefulness on object localization and counting. Our benchmark is publicly available on this website. A full version of this paper can be found here."
"doi-efa46893e6","GRASP: A Grid-Based Benchmark for Evaluating Commonsense Spatial Reasoning","2024","arXiv (Cornell University)","http://arxiv.org/abs/2407.01892","10.48550/arxiv.2407.01892","Zhisheng Tang; Mayank Kejriwal","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Spatial reasoning, an important faculty of human cognition with many practical applications, is one of the core commonsense skills that is not purely language-based and, for satisfying (as opposed to optimal) solutions, requires some minimum degree of planning. Existing benchmarks of Commonsense Spatial Reasoning (CSR) tend to evaluate how Large Language Models (LLMs) interpret text-based spatial $\textit{descriptions}$ rather than directly evaluate a plan produced by the LLM in response to a $\textit{specific}$ spatial reasoning problem. In this paper, we construct a large-scale benchmark called GRASP, which consists of 16,000 grid-based environments where the agent is tasked with an energy collection problem. These environments include 100 grid instances instantiated using each of the 160 different grid settings, involving five different energy distributions, two modes of agent starting position, and two distinct obstacle configurations, as well as three kinds of agent constraints. Using GRASP, we compare classic baseline approaches, such as random walk and greedy search methods, with advanced LLMs like GPT-3.5-Turbo, GPT-4o, and GPT-o1-mini. The experimental results indicate that even these advanced LLMs struggle to consistently achieve satisfactory solutions."
"doi-87ab3f09ab","In-between spaces and social interaction: a morphological analysis of Izmir using space syntax","2015","Journal of Housing and the Built Environment","https://doi.org/10.1007/s10901-015-9442-9","10.1007/s10901-015-9442-9","Işın Can; Tim Heath","foundational","foundational","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This research tackles the intermediate spaces between buildings and the street, by examining the definition and importance of spatial configuration in relation to urban morphology and social relations. It also analyses how the organisation of in-between space affects social interaction in different urban forms. To understand the complex relations and socio-spatial structure of the city, it is important to use mixed methods. This research utilises various methods to focus on three dissimilar urban morphologies in Izmir, Turkey. Two inner city quarters and one modern housing estate of middle- and high-income groups are compared using space syntax analysis and snapshot observations. These neighbourhoods are selected according to their syntax measures from more integrated to segregated neighbourhoods in the axial analysis. And for a detailed zoomed-in analysis, similar diameter areas are covered for observations. Subsequently, activity patterns are observed at different times of the day, one weekday and one Sunday in three cases. In each neighbourhood, syntactic measures of all selected streets are correlated with these recorded activities. This study reveals that connectivity of streets is important for supplying niches that trigger long-duration activities and social interaction. In modern estates, stationary activities are not correlated strong enough with movement as it is in inner city neighbourhoods. Additionally, in-between spaces increase the frequency of social interaction and co-presence of people particularly in more integrated areas. However, this is only one element in developing sense of community. Further research is needed especially in correlating space syntax with environmental issues, as well as people’s behaviour."
"doi-a77f24c1a0","Integrating Large Language Models and Qualitative Spatial Reasoning","2024","Big Data","https://doi.org/10.1201/9781003406969-19","10.1201/9781003406969-19","Mohammad Kazemi Beydokhti; Yaguang Tao; Matt Duckham; Amy L. Griffin","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Advancements in large language models (LLMs) have led to notable successes across various natural language processing tasks, including but not limited to text generation, question answering, and text summarization. This chapter explores how LLMs perform in tackling language-based qualitative spatial reasoning tasks, with a focus on two key areas: their performance in addressing spatial reasoning queries directly, and their performance in named entity recognition (NER) tasks for extracting subject-predicate-object triples as inputs to logical reasoning engines. While the results indicate (expected) limitations in application to both tasks, we argue that the integration of the relative strengths of both machine-learning (ML) and knowledge representation (KR) approaches offers the most promise for future advances in big spatial data and GeoAI."
"url-ba6ba06927","Integrating Space Syntax with Spatial Interaction: The Spatial Metrics Problem","2022","npj Urban Sustainability","https://discovery.ucl.ac.uk/id/eprint/10155554/","","Michael Batty","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","In this paper, we attempt to compare space syntax with spatial interaction. At one level, these two approaches to urban spatial structure are non-comparable. Space syntax is largely a descriptive technique for visualising spatial relations at the level of connections between places while spatial interaction is a predictive model that forecasts how much travel there will be between places. Space syntax articulates the system in terms of whether or not a physical link, usually at the level of the street, exists while spatial interaction predicts movements between all origins and destinations which are places often anchored in terms of the street network, but which at the level of prediction, assume connections between all places. Space syntax is grounded at a fine spatial scale while spatial interaction defines places as aggregates of activity in larger zones than the scale of the street system. The main output of space syntax is a connectivity matrix of step lengths between streets whereas in spatial interaction, such networks are predeter mined, measurable in terms of Euclidean distance or generalised cost of travel, and the output is the volume of travel prior to this being assigned usually to a street network. There is however a fundamental way of relating the implicit network graph of spatial interaction to the explicit planar graph of the street network. We begin by assuming the planar graph of the network is conceived of as a primal prob lem of spatial interaction while the dual graph linking streets in the planar graph is the graph which is used in space syntax. We exploit this duality and show how we can move easily between spatial interaction as the primal and space syntax as the dual. This is rooted in a more fundamental graph – the bipartite graph which is a list of streets/arcs and their intersections/nodes from which the primal and dual emerge naturally. We explore various accessibility measures and show how they relate and correlate. We then go one step further and consider how various processes of random walking take place in these networks examining the steady states of the primal and dual problems in terms of the likelihood of a random walker visiting any node or street. We thus define primal and dual Markov chains that enable us to generate these probabilities. This provides a basic framework for comparing primal and dual in comparing spatial interaction with space syntax. We illustrate these measures on simple and easy to articulate graphs, extending this to a synthetic network of nearest neighbour links in Greater London based on 699 nodes and 1972 symmetric ‘streets’ between zones. This is a preliminary attack on the problem of linking these two approaches although many challenges remain."
"doi-ed8efead26","Integration of Space Syntax into Agent-Based Pedestrian Simulation in Urban Open Space","2017","Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia","https://doi.org/10.52842/conf.caadria.2017.325","10.52842/conf.caadria.2017.325","Haojie Hu; Zixuan Luo; Yingnan Chen; Qiuyi Bian; Ziyu Tong","foundational","foundational","keep","","urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","MAS can be utilized to analyse macro rules of whole system by simulating a number of active agents. However, simply based on the parameter of specific environment quality and incomplete statistical setting of individual, models of pedestrian traffic in realistic open space have often been imperfect, because the behaviour of people cannot be rationally reflected to the complex characteristic of space. Space Syntax Theory breaks down the space into components and measures each with the straight sight-line of individuals, which can help analyse and quantify pedestrian flow in complicated real-life environment. In this situation, we make an attempt to combine these two in our research, in order to simulate the moving of pedestrian closer to reality. In this paper, Gulou Square, an urban open space close to centre of the city with a large flow of people, is selected as the study site. The results after plenty of simulations and contrast tests can be concluded that with the assistance of Space Syntax Theory, MAS can be more functional solving the problems in sophisticated real-life environment."
"doi-a61cfb7502","Is A Picture Worth A Thousand Words? Delving Into Spatial Reasoning for Vision Language Models","2024","arXiv (Cornell University)","http://arxiv.org/abs/2406.14852","10.48550/arxiv.2406.14852","Jiayu Wang; Yifei Ming; Zhenmei Shi; Vibhav Vineet; Xin Wang; Li, Yixuan; Joshi, Neel","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Large language models (LLMs) and vision-language models (VLMs) have demonstrated remarkable performance across a wide range of tasks and domains. Despite this promise, spatial understanding and reasoning -- a fundamental component of human cognition -- remains under-explored. We propose SpatialEval, a novel benchmark that covers diverse aspects of spatial reasoning such as relationship understanding, navigation, and counting. We conduct a comprehensive evaluation of competitive language and vision-language models. Our findings reveal several counter-intuitive insights that have been overlooked in the literature: (1) Spatial reasoning poses significant challenges where competitive models can fall behind random guessing; (2) Despite additional visual input, VLMs often under-perform compared to their LLM counterparts; (3) When both textual and visual information is available, multi-modal language models become less reliant on visual information if sufficient textual clues are provided. Additionally, we demonstrate that leveraging redundancy between vision and text can significantly enhance model performance. We hope our study will inform the development of multimodal models to improve spatial intelligence and further close the gap with human intelligence."
"url-d4514a1c73","Language Models Represent Space and Time","2023","ICLR 2024","https://arxiv.org/abs/2310.02207","","Wes Gurnee","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","The capabilities of large language models (LLMs) have sparked debate over whether such systems just learn an enormous collection of superficial statistics or a set of more coherent and grounded representations that reflect the real world. We find evidence for the latter by analyzing the learned representations of three spatial datasets (world, US, NYC places) and three temporal datasets (historical figures, artworks, news headlines) in the Llama-2 family of models. We discover that LLMs learn linear representations of space and time across multiple scales. These representations are robust to prompting variations and unified across different entity types (e.g. cities and landmarks). In addition, we identify individual “space neurons” and “time neurons” that reliably encode spatial and temporal coordinates. While further investigation is needed, our results suggest modern LLMs learn rich spatiotemporal representations of the real world and possess basic ingredients of a world model. 1 I NTRODUCTION Despite being trained to just predict the next token, modern large language models (LLMs) have demonstrated an impressive set of capabilities (Bubeck et al., 2023; Wei et al., 2022), raising questions and concerns about what such models have actually learned. One hypothesis is that LLMs learn a massive collection of correlations but lack any coherent model or “understanding” of the underlying data generating process given text-only training (Bender & Koller, 2020; Bisk et al., 2020). An alternative hypothesis is that LLMs, in the course of compressing the data, learn more compact, coherent, and interpretable models of the generative process underlying the training data, i.e., a world model . For instance, Li et al. (2022) have shown that transformers trained with next token prediction to play the board game Othello learn explicit representations of the game state, with Nanda et al. (2023) subsequently showing these representations are linear. Others have shown that LLMs track boolean states of subjects within the context (Li et al., 2021) and have representations that reflect perceptual and conceptual structure in spatial and color domains (Patel & Pavlick, 2021; Abdou et al., 2021). Better understanding of if and how LLMs model the world is critical for reasoning about the robustness, fairness, and safety of current and future AI systems (Bender et al., 2021; Weidinger et al., 2022; Bommasani et al., 2021; Hendrycks et al., 2023; Ngo et al., 2023). In this work, we take the question of whether LLMs form world (and temporal) models as literally as possible—we attempt to extract an actual map of the world! While such spatiotemporal representations do not constitute a dynamic causal world model in their own right, having coherent multi-scale representations of space and time are basic ingredients required in a more comprehensive model. Specifically, we construct six datasets containing the names of places or events with corresponding space or time coordinates that span multiple spatiotemporal scales: locations within the whole world, the United States, and New York City in addition to the death year of historical figures from the past 3000 years, the release date of art and entertainment from 1950s onward, and the publication date of news headlines from 2010 to 2020. Using the Llama-2 (Touvron et al., 2023) and Pythia Biderman et al. (2023) family of models, we train linear regression probes (Alain & Bengio, 2016; Belinkov, 2022) on the internal activations of the names of these places and events at each layer to predict their real-world location (i.e., latitude/longitude) or time (numeric timestamp). These probing experiments reveal evidence that models build spatial and temporal representations throughout the early layers before plateauing at around the model halfway point with larger models 1arXiv:2310.02207v3 [cs.LG] 4 Mar 2024 Published as a conference paper at ICLR 2024"
"url-18fde204c7","Language, cognition, and space:the state of the art and new directions","2010","","http://bvbr.bib-bvb.de:8991/F?func=service&amp;doc_library=BVB01&amp;local_base=BVB01&amp;doc_number=015672255&amp;sequence=000001&amp;line_number=0001&amp;func_code=DB_RECORDS&amp;service_type=MEDIA","","Vyvyan Evans; Paul Chilton","foundational","excluded","exclude","","l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Introduction I PERCEPTION AND SPACE 1. The perceptual basis of spatial representation. Vyvyan Evans II THE INTERACTION BETWEEN LANGUAGE AND SPATIAL COGNITION 2. Language and space: Momentary interactions. Barbara Landau (John Hopkins University), Banchiamlack Dessalegn (Johns Hopkins University), and Ariel Micah Goldberg (Johns Hopkins Univeristy) 3. Language and inner space. Benjamin Bergen (University of Hawai'i, Manoa), Carl Polley (University of Hawai'i, Manoa), and Kathryn Wheeler (University of Hawai'i, Manoa) III TYPOLOGICAL, PSYCHOLINGUISTIC AND NEUROLINGUISTIC APPROAHCES TO SPATIAL REPRESENTATION 4. Inside in and on: Typological and psycholinguistic perspectives Michele Feist (University of Louisiana at Lafayette) 5. Parsing space around objects. Laura Carlson (University of Notre Dame) 6. A neuroscientific perspective on the linguistic encoding of categorical spatial relations. David Kemmerer (Purdue University) IV THEORETICAL APPROACHES TO SPATIAL REPRESENTATION IN LANGUAGE 7. The genesis of spatial terms. Claude Vandeloise (Louisiana State University) 8. Forceful prepositions. Joost Zwarts (Utrecht University) 9. From the spatial to the non-spatial: The 'state' lexical concepts of in, on and at. Vyvyan Evans V SPATIAL REPRESENTATION IN SPECIFIC LANGUAGES 10. Static topological relations in Basque. Iraide Ibarretxe-Antunano (Universidad de Zaragoza) 11. Taking the Principled Polysemy Model of Spatial Particles Beyond English: The Case of Russian za. Darya Shakhova (Georgetown University) and Andrea Tyler (Georgetown University) 12. Frames of reference, effects of motion, and lexical meanings of Japanese FRONT/BACK terms. Kazuko Shinohara (University of Agriculture and Technology, Tokyo) and Yoshihiro Matsunaka (Tokyo Polytechnic University) VI SPACE IN GESTURE AND SIGN-LANGUAGE 13. How spoken language and signed language structure space differently. Leonard Talmy (State University of New York, Buffalo) 14. Geometric and image-schematic patterns in gesture space. Irene Mittelberg (Vrije Universiteit Amsterdam) VII MOTION 15. Translocation, language and the categorization of experience. Jordan Zlatev (Lund University), Johan Blomberg (Lund University), and Caroline David (Universite de Montpellier 3) 16. Motion: A conceptual typology. Stephanie Pourcel (Bangor University) VIII THE RELATION BETWEEN SPACE, TIME AND MODALITY 17. Space for thinking. Daniel Casasanto (MPI for Psycholinguistics, Nijmegen) 18. Temporal frames of reference. Jorg Zinken (Portsmouth University) 19. From mind to grammar: Coordinate systems, prepositions, constructions. Paul Chilton"
"doi-3ebc371463","Large Language Models and 3D Vision for Intelligent Robotic Perception and Autonomy","2025","Sensors","https://doi.org/10.3390/s25206394","10.3390/s25206394","Vishal Mehta; Charu Sharma; Karthick Thiyagarajan","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","With the rapid advancement of artificial intelligence and robotics, the integration of Large Language Models (LLMs) with 3D vision is emerging as a transformative approach to enhancing robotic sensing technologies. This convergence enables machines to perceive, reason, and interact with complex environments through natural language and spatial understanding, bridging the gap between linguistic intelligence and spatial perception. This review provides a comprehensive analysis of state-of-the-art methodologies, applications, and challenges at the intersection of LLMs and 3D vision, with a focus on next-generation robotic sensing technologies. We first introduce the foundational principles of LLMs and 3D data representations, followed by an in-depth examination of 3D sensing technologies critical for robotics. The review then explores key advancements in scene understanding, text-to-3D generation, object grounding, and embodied agents, highlighting cutting-edge techniques such as zero-shot 3D segmentation, dynamic scene synthesis, and language-guided manipulation. Furthermore, we discuss multimodal LLMs that integrate 3D data with touch, auditory, and thermal inputs, enhancing environmental comprehension and robotic decision-making. To support future research, we catalog benchmark datasets and evaluation metrics tailored for 3D-language and vision tasks. Finally, we identify key challenges and future research directions, including adaptive model architectures, enhanced cross-modal alignment, and real-time processing capabilities, which pave the way for more intelligent, context-aware, and autonomous robotic sensing systems."
"doi-c1d24b22b6","Large Language Models: Testing Their Capabilities to Understand and Explain Spatial Concepts (Short Paper)","2023","arXiv (Cornell University)","http://arxiv.org/abs/2306.13394","10.4230/lipics.cosit.2024.31","Chaoyou Fu; Peixian Chen","adjacent","adjacent","keep","","online_community_network;urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Interest in applying Large Language Models (LLMs), which use natural language processing (NLP) to provide human-like responses to text-based questions, to geospatial tasks has grown rapidly. Research shows that LLMs can help generate software code and answer some types of geographic questions to varying degrees even without fine-tuning. However, further research is required to explore the types of spatial questions they answer correctly, their abilities to apply spatial reasoning, and the variability between models. In this paper we examine the ability of four LLM models (GPT3.5 and 4, LLAma2.0, Falcon40B) to answer spatial questions that range from basic calculations to more advanced geographic concepts. The intent of this comparison is twofold. First, we demonstrate an extensible method for evaluating LLM’s limitations to supporting spatial data science through correct calculations and code generation. Relatedly, we also consider how these models can aid geospatial learning by providing text-based explanations of spatial concepts and operations. Our research shows common strengths in more basic types of questions, and mixed results for questions relating to more advanced spatial concepts. These results provide insights that may be used to inform strategies for testing and fine-tuning these models to increase their understanding of key spatial concepts."
"doi-5d796c132d","Making Sense of Agent-based Simulation: Developing Design Strategy for Pedestrian-centric Urban Space","2016","Proceedings of the International Conference on Computer-Aided Architectural Design Research in Asia","https://doi.org/10.52842/conf.caadria.2016.343","10.52842/conf.caadria.2016.343","Nova Asriana; Aswin Indraprastha","foundational","foundational","keep","","online_community_network;urban_mobility_crowd_built;l4_graph_topology","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","This study investigates the relationships of field observa- tion, multi-agent simulation and space-syntax theory in spatial config- uration for developing design strategy for a case study, a tourist hub area in Musi Riverside, Palembang. Having such potential advantage and to tackle existing social and urban issues, our study developed a design approach based on multi-agent simulation enhanced by space syntax theory. The goal of this study is a deep understanding of multi agent simulation through mechanism of validation using field obser- vation and by taking into account the existing urban features. The purpose is to develop design strategy of pedestrian-centric urban space to be functioned as a tourist hub based on computational modelling. Following the paths result of pedestrian flow by multi-agents simula- tion, we elaborated the analysis of facility programming by means of Space Syntax theory. It shows the ranking of facility programs based on their relative connectivity and integration. By merging this result, it assembles programs and their circulation spaces by means of compu- tational simulation. Experimenting in both fields show a novel ap- proach for pedestrian-centric design in urban scale, particularly since behavioural models rarely used in early stage of design process. It shows that multi-agent simulation should be coupled with field obser- vation."
"doi-f9bf4ca031","Methods That Support the Validation of Agent-Based Models: An Overview and Discussion","2024","Journal of Artificial Societies and Social Simulation","https://doi.org/10.18564/jasss.5258","10.18564/jasss.5258","Andrew J. Collins; Matthew Koehler; Christopher J. Lynch","adjacent","excluded","exclude","","social_vr_metaverse_avatar;urban_mobility_crowd_built","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Validation is the process of determining if a model adequately represents the system under study for the modelâ€™s intended purpose. Validation is a critical component in building the credibility of a simulation model with its end-users. Effectively conducting validation can be a daunting task for both novice and experienced simulation developers. Further compounding the difficult task of conducting validation is that there is no universally accepted approach for assessing a simulation. These challenges are particularly relevant to the paradigm of Agent-Based Modeling and Simulation (ABMS) because of the complexity found in these modelsâ€™ mechanisms and in the real-world situations they attempt to represent. To aid both the novice and expert in conducting a validation process for an agent-based simulation, this article reviews nine methods that are useful for this process, including foundational topics of docking, empirical validation, sampling, and visualization, as well as advanced topics of bootstrapping, causal analysis, inverse generative social science, and role-playing. Each method is reviewed with respect to its benefits and limitations as a validation-supporting method for ABMS. Suggestions that may support a validation plan for an agent-based simulations, are also provided. This article is an introductory guide for understanding and conducting ABMS validation for developers of all experience levels."
"doi-270050e379","Mind's Eye of LLMs: Visualization-of-Thought Elicits Spatial Reasoning in Large Language Models","2024","arXiv (Cornell University)","http://arxiv.org/abs/2404.03622","10.48550/arxiv.2404.03622","Wenshan Wu; Shaoguang Mao; Yadong Zhang; Yan Xia; Dong Li; Lei Cui; Furu Wei","adjacent","adjacent","keep","","urban_mobility_crowd_built;embodied_3d_cooperation","high","Potential widened bridge_core or representation-balance candidate under 2026-04-27 rules.","Large language models (LLMs) have exhibited impressive performance in language comprehension and various reasoning tasks. However, their abilities in spatial reasoning, a crucial aspect of human cognition, remain relatively unexplored. Human possess a remarkable ability to create mental images of unseen objects and actions through a process known as the Mind's Eye, enabling the imagination of the unseen world. Inspired by this cognitive capacity, we propose Visualization-of-Thought (VoT) prompting. VoT aims to elicit spatial reasoning of LLMs by visualizing their reasoning traces, thereby guiding subsequent reasoning steps. We employed VoT for multi-hop spatial reasoning tasks, including natural language navigation, visual navigation, and visual tiling in 2D grid worlds. Experimental results demonstrated that VoT significantly enhances the spatial reasoning abilities of LLMs. Notably, VoT outperformed existing multimodal large language models (MLLMs) in these tasks. While VoT works surprisingly well on LLMs, the ability to generate mental images to facilitate spatial reasoning resembles the mind's eye process, suggesting its potential viability in MLLMs. Please find the dataset and codes at https://microsoft.github.io/visualization-of-thought"
