label,repeat,method,positive_count,train_positive,train_negative,contaminated_positive,eval_positive,eval_negative,roc_auc,average_precision,eval_positive_mean_score
Pinnacle,2,Ignore,11,5,20,3,3,15,1.0,1.0,0.5754790902137756
Pinnacle,2,Oracle,11,8,20,3,3,15,1.0,1.0,0.5806379318237305
Pinnacle,3,PN,11,5,23,3,3,15,0.711111111111111,0.5166666666666666,0.4767899513244629
Pinnacle,3,Ignore,11,5,20,3,3,15,0.7777777777777778,0.5555555555555556,0.4902479648590088
Pinnacle,3,Oracle,11,8,20,3,3,15,0.888888888888889,0.6666666666666667,0.5050541162490845
Pinnacle,4,PN,11,5,23,3,3,15,0.9111111111111112,0.8095238095238095,0.5196952223777771
Pinnacle,4,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5262336134910583
Pinnacle,4,Oracle,11,8,20,3,3,15,1.0,1.0,0.5338892340660095
Pinnacle,5,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5544541478157043
Pinnacle,5,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5643723011016846
Pinnacle,5,Oracle,11,8,20,3,3,15,1.0,1.0,0.580437183380127
Pinnacle,6,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5626075863838196
Pinnacle,6,Ignore,11,5,20,3,3,15,1.0,1.0,0.5811967849731445
Pinnacle,6,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.6001884937286377
Pinnacle,7,PN,11,5,23,3,3,15,0.888888888888889,0.6984126984126984,0.5105292797088623
Pinnacle,7,Ignore,11,5,20,3,3,15,0.888888888888889,0.7916666666666666,0.5203328728675842
Pinnacle,7,Oracle,11,8,20,3,3,15,0.888888888888889,0.7916666666666666,0.5386829972267151
Pinnacle,8,PN,11,5,23,3,3,15,0.8444444444444446,0.47619047619047616,0.529038667678833
Pinnacle,8,Ignore,11,5,20,3,3,15,0.8444444444444446,0.47619047619047616,0.5343193411827087
Pinnacle,8,Oracle,11,8,20,3,3,15,0.8444444444444446,0.4666666666666667,0.5444507002830505
Pinnacle,9,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5504897236824036
Pinnacle,9,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5545808672904968
Pinnacle,9,Oracle,11,8,20,3,3,15,1.0,1.0,0.5657427310943604
Pinnacle,10,PN,11,5,23,3,3,15,0.8,0.5777777777777777,0.49197521805763245
Pinnacle,10,Ignore,11,5,20,3,3,15,0.8222222222222222,0.6111111111111112,0.5090264678001404
Pinnacle,10,Oracle,11,8,20,3,3,15,0.8222222222222222,0.6111111111111112,0.5210779309272766
Pinnacle,11,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5361098647117615
Pinnacle,11,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5485774874687195
Pinnacle,11,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5661123991012573
Pinnacle,12,PN,11,5,23,3,3,15,0.9555555555555556,0.8055555555555556,0.5336523056030273
Pinnacle,12,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5424580574035645
Pinnacle,12,Oracle,11,8,20,3,3,15,1.0,1.0,0.5557500123977661
Pinnacle,13,PN,11,5,23,3,3,15,0.9333333333333333,0.8333333333333333,0.5319481492042542
Pinnacle,13,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5418629050254822
Pinnacle,13,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.558346688747406
Pinnacle,14,PN,11,5,23,3,3,15,1.0,1.0,0.5429821610450745
Pinnacle,14,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5548915266990662
Pinnacle,14,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5688757300376892
Pinnacle,15,PN,11,5,23,3,3,15,1.0,1.0,0.541748583316803
Pinnacle,15,Ignore,11,5,20,3,3,15,1.0,1.0,0.55344158411026
Pinnacle,15,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5703021287918091
Pinnacle,16,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5211499333381653
Pinnacle,16,Ignore,11,5,20,3,3,15,0.8666666666666667,0.7777777777777777,0.5319326519966125
Pinnacle,16,Oracle,11,8,20,3,3,15,0.8222222222222222,0.5,0.5332539081573486
Pinnacle,17,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5601130127906799
Pinnacle,17,Ignore,11,5,20,3,3,15,1.0,1.0,0.5694794058799744
Pinnacle,17,Oracle,11,8,20,3,3,15,1.0,1.0,0.5848070979118347
Pinnacle,18,PN,11,5,23,3,3,15,1.0,1.0,0.5854158997535706
Pinnacle,18,Ignore,11,5,20,3,3,15,1.0,1.0,0.5909841060638428
Pinnacle,18,Oracle,11,8,20,3,3,15,1.0,1.0,0.5991039872169495
Pinnacle,19,PN,11,5,23,3,3,15,0.8666666666666667,0.6428571428571428,0.5024996399879456
Pinnacle,19,Ignore,11,5,20,3,3,15,0.8222222222222223,0.5873015873015872,0.515437662601471
Pinnacle,19,Oracle,11,8,20,3,3,15,0.8,0.5694444444444444,0.5189858078956604
Pinnacle,20,PN,11,5,23,3,3,15,1.0,1.0,0.5437110662460327
Pinnacle,20,Ignore,11,5,20,3,3,15,1.0,1.0,0.5540546774864197
Pinnacle,20,Oracle,11,8,20,3,3,15,1.0,1.0,0.5643617510795593
Pinnacle,21,PN,11,5,23,3,3,15,1.0,1.0,0.5476431250572205
Pinnacle,21,Ignore,11,5,20,3,3,15,1.0,1.0,0.5615788102149963
Pinnacle,21,Oracle,11,8,20,3,3,15,1.0,1.0,0.5780661106109619
Pinnacle,22,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.4902855455875397
Pinnacle,22,Ignore,11,5,20,3,3,15,0.8666666666666667,0.7777777777777777,0.49954476952552795
Pinnacle,22,Oracle,11,8,20,3,3,15,0.8222222222222222,0.7575757575757576,0.5096670389175415
Pinnacle,23,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5415725708007812
Pinnacle,23,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5477660298347473
Pinnacle,23,Oracle,11,8,20,3,3,15,1.0,1.0,0.5549530982971191
Pinnacle,24,PN,11,5,23,3,3,15,0.8222222222222223,0.5873015873015872,0.5260372161865234
Pinnacle,24,Ignore,11,5,20,3,3,15,0.8444444444444446,0.6095238095238096,0.5388992428779602
Pinnacle,24,Oracle,11,8,20,3,3,15,0.8666666666666667,0.6428571428571428,0.5510488152503967
Pinnacle,25,PN,11,5,23,3,3,15,0.888888888888889,0.6984126984126984,0.5314332842826843
Pinnacle,25,Ignore,11,5,20,3,3,15,0.888888888888889,0.6984126984126984,0.5431735515594482
Pinnacle,25,Oracle,11,8,20,3,3,15,0.8666666666666667,0.6805555555555556,0.5516796708106995
Pinnacle,26,PN,11,5,23,3,3,15,0.8666666666666667,0.7777777777777777,0.5169299244880676
Pinnacle,26,Ignore,11,5,20,3,3,15,0.8666666666666667,0.7777777777777777,0.5266621112823486
Pinnacle,26,Oracle,11,8,20,3,3,15,0.888888888888889,0.7916666666666666,0.5402855277061462
Pinnacle,27,PN,11,5,23,3,3,15,0.888888888888889,0.5555555555555556,0.4809623658657074
Pinnacle,27,Ignore,11,5,20,3,3,15,0.9111111111111111,0.5888888888888889,0.49484983086586
Pinnacle,27,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5201367735862732
Pinnacle,28,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5399385094642639
Pinnacle,28,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5471559166908264
Pinnacle,28,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5529541969299316
Pinnacle,29,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5022541880607605
Pinnacle,29,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5085472464561462
Pinnacle,29,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5159953236579895
Pinnacle,30,PN,11,5,23,3,3,15,0.888888888888889,0.6984126984126984,0.5464704036712646
Pinnacle,30,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5536534190177917
Pinnacle,30,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5718269944190979
Pinnacle,31,PN,11,5,23,3,3,15,0.8222222222222223,0.44285714285714284,0.4890407621860504
Pinnacle,31,Ignore,11,5,20,3,3,15,0.8666666666666667,0.6428571428571428,0.4986558258533478
Pinnacle,31,Oracle,11,8,20,3,3,15,0.8444444444444446,0.625,0.5112857222557068
Pinnacle,32,PN,11,5,23,3,3,15,0.8222222222222223,0.4206349206349207,0.5158355832099915
Pinnacle,32,Ignore,11,5,20,3,3,15,0.8666666666666667,0.6428571428571428,0.5267308354377747
Pinnacle,32,Oracle,11,8,20,3,3,15,0.888888888888889,0.6666666666666667,0.5430296063423157
Pinnacle,33,PN,11,5,23,3,3,15,1.0,1.0,0.5669065117835999
Pinnacle,33,Ignore,11,5,20,3,3,15,1.0,1.0,0.5783801674842834
Pinnacle,33,Oracle,11,8,20,3,3,15,1.0,1.0,0.5822671055793762
Pinnacle,34,PN,11,5,23,3,3,15,0.9111111111111111,0.7,0.510418176651001
Pinnacle,34,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5238128900527954
Pinnacle,34,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5449234843254089
Pinnacle,35,PN,11,5,23,3,3,15,0.8,0.75,0.48963579535484314
Pinnacle,35,Ignore,11,5,20,3,3,15,0.8444444444444444,0.7666666666666666,0.5049760341644287
Pinnacle,35,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5183692574501038
Pinnacle,36,PN,11,5,23,3,3,15,0.888888888888889,0.6984126984126984,0.557377278804779
Pinnacle,36,Ignore,11,5,20,3,3,15,0.9111111111111112,0.8095238095238095,0.573377788066864
Pinnacle,36,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5911445021629333
Pinnacle,37,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.528086245059967
Pinnacle,37,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5316973328590393
Pinnacle,37,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5330132842063904
Pinnacle,38,PN,11,5,23,3,3,15,0.8222222222222222,0.6111111111111112,0.49918532371520996
Pinnacle,38,Ignore,11,5,20,3,3,15,0.8222222222222222,0.6111111111111112,0.5141984820365906
Pinnacle,38,Oracle,11,8,20,3,3,15,0.8444444444444446,0.625,0.5136768817901611
Pinnacle,39,PN,11,5,23,3,3,15,1.0,1.0,0.5179648995399475
Pinnacle,39,Ignore,11,5,20,3,3,15,1.0,1.0,0.525805652141571
Pinnacle,39,Oracle,11,8,20,3,3,15,1.0,1.0,0.531099259853363
Pinnacle,40,PN,11,5,23,3,3,15,0.6666666666666666,0.4,0.5040626525878906
Pinnacle,40,Ignore,11,5,20,3,3,15,0.6444444444444444,0.34444444444444444,0.5143581628799438
Pinnacle,40,Oracle,11,8,20,3,3,15,0.6,0.28888888888888886,0.5130378007888794
Pinnacle,41,PN,11,5,23,3,3,15,0.9111111111111112,0.8095238095238095,0.5391261577606201
Pinnacle,41,Ignore,11,5,20,3,3,15,0.888888888888889,0.7916666666666666,0.5525295734405518
Pinnacle,41,Oracle,11,8,20,3,3,15,0.8444444444444444,0.7666666666666666,0.5637841820716858
Pinnacle,42,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5406913161277771
Pinnacle,42,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5542626976966858
Pinnacle,42,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8055555555555556,0.5767120718955994
Pinnacle,43,PN,11,5,23,3,3,15,0.8222222222222222,0.6555555555555554,0.5077082514762878
Pinnacle,43,Ignore,11,5,20,3,3,15,0.7555555555555555,0.4242424242424242,0.5202179551124573
Pinnacle,43,Oracle,11,8,20,3,3,15,0.7111111111111111,0.33535353535353535,0.5107685923576355
Pinnacle,44,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5400955080986023
Pinnacle,44,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5499762892723083
Pinnacle,44,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5571566224098206
Pinnacle,45,PN,11,5,23,3,3,15,0.8222222222222223,0.5916666666666666,0.5533424019813538
Pinnacle,45,Ignore,11,5,20,3,3,15,0.8,0.5694444444444444,0.5649306178092957
Pinnacle,45,Oracle,11,8,20,3,3,15,0.8222222222222223,0.5873015873015872,0.5642433166503906
Pinnacle,46,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5333945155143738
Pinnacle,46,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5491881370544434
Pinnacle,46,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5610963702201843
Pinnacle,47,PN,11,5,23,3,3,15,0.8,0.5777777777777777,0.49117907881736755
Pinnacle,47,Ignore,11,5,20,3,3,15,0.8,0.5777777777777777,0.5036274790763855
Pinnacle,47,Oracle,11,8,20,3,3,15,0.8,0.5777777777777777,0.5200815796852112
Pinnacle,48,PN,11,5,23,3,3,15,0.7333333333333333,0.3333333333333333,0.5174019932746887
Pinnacle,48,Ignore,11,5,20,3,3,15,0.7333333333333333,0.3333333333333333,0.5246785283088684
Pinnacle,48,Oracle,11,8,20,3,3,15,0.7555555555555555,0.38888888888888884,0.5295056104660034
Pinnacle,49,PN,11,5,23,3,3,15,0.9333333333333333,0.7555555555555555,0.4928779900074005
Pinnacle,49,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5026863217353821
Pinnacle,49,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5181097984313965
Pinnacle,50,PN,11,5,23,3,3,15,0.8444444444444446,0.625,0.5247842073440552
Pinnacle,50,Ignore,11,5,20,3,3,15,0.8222222222222222,0.6555555555555554,0.5474033355712891
Pinnacle,50,Oracle,11,8,20,3,3,15,0.8222222222222222,0.6111111111111112,0.5699524283409119
Pinnacle,51,PN,11,5,23,3,3,15,1.0,1.0,0.5775952935218811
Pinnacle,51,Ignore,11,5,20,3,3,15,1.0,1.0,0.5820648670196533
Pinnacle,51,Oracle,11,8,20,3,3,15,1.0,1.0,0.5877447128295898
Pinnacle,52,PN,11,5,23,3,3,15,0.9111111111111111,0.5888888888888889,0.5495691895484924
Pinnacle,52,Ignore,11,5,20,3,3,15,0.9333333333333333,0.6388888888888888,0.5607694983482361
Pinnacle,52,Oracle,11,8,20,3,3,15,1.0,1.0,0.5826109051704407
Pinnacle,53,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5229096412658691
Pinnacle,53,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5279526710510254
Pinnacle,53,Oracle,11,8,20,3,3,15,1.0,1.0,0.5461142063140869
Pinnacle,54,PN,11,5,23,3,3,15,0.8222222222222223,0.5873015873015872,0.533948540687561
Pinnacle,54,Ignore,11,5,20,3,3,15,0.8222222222222223,0.5873015873015872,0.5418803095817566
Pinnacle,54,Oracle,11,8,20,3,3,15,0.8222222222222223,0.5873015873015872,0.5558131337165833
Pinnacle,55,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.541546642780304
Pinnacle,55,Ignore,11,5,20,3,3,15,1.0,1.0,0.55032879114151
Pinnacle,55,Oracle,11,8,20,3,3,15,1.0,1.0,0.5713863372802734
Pinnacle,56,PN,11,5,23,3,3,15,1.0,1.0,0.5123617053031921
Pinnacle,56,Ignore,11,5,20,3,3,15,1.0,1.0,0.5195215344429016
Pinnacle,56,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5242752432823181
Pinnacle,57,PN,11,5,23,3,3,15,0.5555555555555556,0.2222222222222222,0.47606801986694336
Pinnacle,57,Ignore,11,5,20,3,3,15,0.5555555555555556,0.2222222222222222,0.48931705951690674
Pinnacle,57,Oracle,11,8,20,3,3,15,0.5555555555555556,0.2222222222222222,0.4830572307109833
Pinnacle,58,PN,11,5,23,3,3,15,1.0,1.0,0.5025271773338318
Pinnacle,58,Ignore,11,5,20,3,3,15,1.0,1.0,0.5165035724639893
Pinnacle,58,Oracle,11,8,20,3,3,15,1.0,1.0,0.5369608998298645
Pinnacle,59,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5010592937469482
Pinnacle,59,Ignore,11,5,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5115113854408264
Pinnacle,59,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5228477120399475
Pinnacle,60,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5073335766792297
Pinnacle,60,Ignore,11,5,20,3,3,15,1.0,1.0,0.5158926844596863
Pinnacle,60,Oracle,11,8,20,3,3,15,1.0,1.0,0.531312108039856
Pinnacle,61,PN,11,5,23,3,3,15,0.9333333333333333,0.8333333333333333,0.5325385928153992
Pinnacle,61,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5460681915283203
Pinnacle,61,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5573685765266418
Pinnacle,62,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5285077095031738
Pinnacle,62,Ignore,11,5,20,3,3,15,1.0,1.0,0.5406152606010437
Pinnacle,62,Oracle,11,8,20,3,3,15,1.0,1.0,0.5645233988761902
Pinnacle,63,PN,11,5,23,3,3,15,0.7777777777777777,0.5666666666666667,0.522380530834198
Pinnacle,63,Ignore,11,5,20,3,3,15,0.7333333333333334,0.5285714285714286,0.5307744145393372
Pinnacle,63,Oracle,11,8,20,3,3,15,0.7333333333333334,0.5285714285714286,0.5235508680343628
Pinnacle,64,PN,11,5,23,3,3,15,1.0,1.0,0.5217541456222534
Pinnacle,64,Ignore,11,5,20,3,3,15,1.0,1.0,0.5346730351448059
Pinnacle,64,Oracle,11,8,20,3,3,15,1.0,1.0,0.551908552646637
Pinnacle,65,PN,11,5,23,3,3,15,0.7111111111111111,0.30357142857142855,0.48988184332847595
Pinnacle,65,Ignore,11,5,20,3,3,15,0.7111111111111111,0.30357142857142855,0.5018212795257568
Pinnacle,65,Oracle,11,8,20,3,3,15,0.688888888888889,0.2869047619047619,0.5078071355819702
Pinnacle,66,PN,11,5,23,3,3,15,0.8,0.6,0.5035484433174133
Pinnacle,66,Ignore,11,5,20,3,3,15,0.7777777777777777,0.5666666666666667,0.509806752204895
Pinnacle,66,Oracle,11,8,20,3,3,15,0.7333333333333333,0.5353535353535354,0.5189399719238281
Pinnacle,67,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5111343860626221
Pinnacle,67,Ignore,11,5,20,3,3,15,0.888888888888889,0.7916666666666666,0.5282890796661377
Pinnacle,67,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5516840219497681
Pinnacle,68,PN,11,5,23,3,3,15,0.9555555555555556,0.8055555555555556,0.5275671482086182
Pinnacle,68,Ignore,11,5,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5269697308540344
Pinnacle,68,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5225854516029358
Pinnacle,69,PN,11,5,23,3,3,15,0.8444444444444444,0.7666666666666666,0.5116382241249084
Pinnacle,69,Ignore,11,5,20,3,3,15,0.8444444444444444,0.7666666666666666,0.526818573474884
Pinnacle,69,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.544245719909668
Pinnacle,70,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5321487784385681
Pinnacle,70,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5444652438163757
Pinnacle,70,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5524336695671082
Pinnacle,71,PN,11,5,23,3,3,15,0.9555555555555556,0.8055555555555556,0.5345034003257751
Pinnacle,71,Ignore,11,5,20,3,3,15,1.0,1.0,0.5485506057739258
Pinnacle,71,Oracle,11,8,20,3,3,15,1.0,1.0,0.5662351250648499
Pinnacle,72,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5266777873039246
Pinnacle,72,Ignore,11,5,20,3,3,15,0.9111111111111112,0.7222222222222222,0.5425838828086853
Pinnacle,72,Oracle,11,8,20,3,3,15,0.8666666666666667,0.6428571428571428,0.5549266338348389
Pinnacle,73,PN,11,5,23,3,3,15,0.888888888888889,0.7916666666666666,0.5068249106407166
Pinnacle,73,Ignore,11,5,20,3,3,15,0.888888888888889,0.7916666666666666,0.5133699774742126
Pinnacle,73,Oracle,11,8,20,3,3,15,0.8222222222222222,0.7575757575757576,0.5148606300354004
Pinnacle,74,PN,11,5,23,3,3,15,0.8444444444444444,0.6666666666666666,0.5047232508659363
Pinnacle,74,Ignore,11,5,20,3,3,15,0.8666666666666667,0.7777777777777777,0.5215936303138733
Pinnacle,74,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5538914203643799
Pinnacle,75,PN,11,5,23,3,3,15,0.8666666666666667,0.7777777777777777,0.5023319721221924
Pinnacle,75,Ignore,11,5,20,3,3,15,0.8666666666666667,0.7777777777777777,0.5103157162666321
Pinnacle,75,Oracle,11,8,20,3,3,15,0.8444444444444444,0.6666666666666666,0.5196190476417542
Pinnacle,76,PN,11,5,23,3,3,15,0.8444444444444444,0.7666666666666666,0.5089359283447266
Pinnacle,76,Ignore,11,5,20,3,3,15,0.8444444444444444,0.7666666666666666,0.5166594386100769
Pinnacle,76,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5250829458236694
Pinnacle,77,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.4987802803516388
Pinnacle,77,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5059411525726318
Pinnacle,77,Oracle,11,8,20,3,3,15,0.888888888888889,0.7916666666666666,0.5143324732780457
Pinnacle,78,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5262629389762878
Pinnacle,78,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5384767055511475
Pinnacle,78,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5536174178123474
Pinnacle,79,PN,11,5,23,3,3,15,0.9333333333333333,0.7555555555555555,0.5162124037742615
Pinnacle,79,Ignore,11,5,20,3,3,15,0.9333333333333333,0.7555555555555555,0.524050235748291
Pinnacle,79,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5373790264129639
Pinnacle,80,PN,11,5,23,3,3,15,0.9111111111111112,0.8095238095238095,0.5307274460792542
Pinnacle,80,Ignore,11,5,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5408980846405029
Pinnacle,80,Oracle,11,8,20,3,3,15,0.9111111111111112,0.8095238095238095,0.5474483966827393
Pinnacle,81,PN,11,5,23,3,3,15,0.9333333333333333,0.7555555555555555,0.5709652304649353
Pinnacle,81,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5717331767082214
Pinnacle,81,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5665320754051208
Pinnacle,82,PN,11,5,23,3,3,15,0.9333333333333333,0.7555555555555555,0.4870034456253052
Pinnacle,82,Ignore,11,5,20,3,3,15,0.9333333333333333,0.7555555555555555,0.49859628081321716
Pinnacle,82,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5111849308013916
Pinnacle,83,PN,11,5,23,3,3,15,0.9111111111111111,0.7,0.5464624762535095
Pinnacle,83,Ignore,11,5,20,3,3,15,0.9111111111111111,0.7,0.5498769879341125
Pinnacle,83,Oracle,11,8,20,3,3,15,0.888888888888889,0.6666666666666667,0.5418152809143066
Pinnacle,84,PN,11,5,23,3,3,15,0.8222222222222223,0.4206349206349207,0.5052556395530701
Pinnacle,84,Ignore,11,5,20,3,3,15,0.8,0.4027777777777778,0.5156412124633789
Pinnacle,84,Oracle,11,8,20,3,3,15,0.7777777777777778,0.3888888888888889,0.5183647274971008
Pinnacle,85,PN,11,5,23,3,3,15,0.888888888888889,0.5555555555555556,0.5101887583732605
Pinnacle,85,Ignore,11,5,20,3,3,15,0.9111111111111111,0.5888888888888889,0.5242121815681458
Pinnacle,85,Oracle,11,8,20,3,3,15,0.9111111111111111,0.5888888888888889,0.5331941246986389
Pinnacle,86,PN,11,5,23,3,3,15,0.9333333333333333,0.8333333333333333,0.5012657642364502
Pinnacle,86,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5107950568199158
Pinnacle,86,Oracle,11,8,20,3,3,15,0.9555555555555556,0.8666666666666667,0.5242082476615906
Pinnacle,87,PN,11,5,23,3,3,15,0.888888888888889,0.5555555555555556,0.5317452549934387
Pinnacle,87,Ignore,11,5,20,3,3,15,0.9111111111111112,0.7222222222222222,0.5428040623664856
Pinnacle,87,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5409162640571594
Pinnacle,88,PN,11,5,23,3,3,15,0.9555555555555556,0.8666666666666667,0.5094455480575562
Pinnacle,88,Ignore,11,5,20,3,3,15,0.9111111111111112,0.7222222222222222,0.521378219127655
Pinnacle,88,Oracle,11,8,20,3,3,15,0.8444444444444446,0.625,0.5254973769187927
Pinnacle,89,PN,11,5,23,3,3,15,1.0,1.0,0.5571485757827759
Pinnacle,89,Ignore,11,5,20,3,3,15,1.0,1.0,0.5656734108924866
Pinnacle,89,Oracle,11,8,20,3,3,15,1.0,1.0,0.575275719165802
Pinnacle,90,PN,11,5,23,3,3,15,0.888888888888889,0.5555555555555556,0.48954081535339355
Pinnacle,90,Ignore,11,5,20,3,3,15,0.888888888888889,0.5555555555555556,0.5063578486442566
Pinnacle,90,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5387626886367798
Pinnacle,91,PN,11,5,23,3,3,15,0.9333333333333333,0.8333333333333333,0.5278770327568054
Pinnacle,91,Ignore,11,5,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5341100692749023
Pinnacle,91,Oracle,11,8,20,3,3,15,0.9777777777777777,0.9166666666666665,0.5366721153259277
Pinnacle,92,PN,11,5,23,3,3,15,0.9333333333333333,0.6388888888888888,0.5258215665817261
Pinnacle,92,Ignore,11,5,20,3,3,15,0.9555555555555556,0.8055555555555556,0.5356330275535583
Pinnacle,92,Oracle,11,8,20,3,3,15,0.9333333333333333,0.8333333333333333,0.5509389042854309
Pinnacle,93,PN,11,5,23,3,3,15,0.9555555555555556,0.8055555555555556,0.5261695981025696
Pinnacle,93,Ignore,11,5,20,3,3,15,1.0,1.0,0.5457677245140076
Pinnacle,93,Oracle,11,8,20,3,3,15,1.0,1.0,0.5673360824584961
Pinnacle,94,PN,11,5,23,3,3,15,0.9777777777777777,0.9166666666666665,0.5100880265235901
Pinnacle,94,Ignore,11,5,20,3,3,15,1.0,1.0,0.5232689380645752
Pinnacle,94,Oracle,11,8,20,3,3,15,1.0,1.0,0.5338178277015686
Pinnacle,95,PN,11,5,23,3,3,15,0.9111111111111112,0.7222222222222222,0.4994652569293976
Pinnacle,95,Ignore,11,5,20,3,3,15,0.8666666666666667,0.6428571428571428,0.5111647248268127
